,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
9251,Mount Waverley,2/36 Swayfield Rd,3,t,1011000.0,S,McGrath,2017-03-06,14.2,3149.0,3.0,2.0,2.0,297.0,135.0,2001.0,Monash,-37.8605,145.12853,Eastern Metropolitan,13366.0
1489,Bulleen,8 Vera St,3,h,1050000.0,PI,Fletchers,2016-10-15,11.8,3105.0,3.0,2.0,1.0,728.0,719.0,1965.0,Manningham,-37.7765,145.1031,Eastern Metropolitan,4480.0
5769,St Kilda,5/18 Marine Pde,2,u,602000.0,S,Wilson,2016-03-12,6.1,3182.0,2.0,1.0,0.0,0.0,66.0,1930.0,Port Phillip,-37.8707,144.9765,Southern Metropolitan,13240.0
11696,Hadfield,99 Hilton St,3,h,550000.0,S,Eview,2017-07-22,11.2,3046.0,3.0,1.0,2.0,325.0,100.0,1950.0,Moreland,-37.70325,144.94756999999996,Northern Metropolitan,2606.0
708,Bentleigh,13 Somers St,3,h,1317500.0,S,Buxton,2016-04-06,13.0,3204.0,3.0,1.0,1.0,576.0,127.0,1945.0,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795.0
11052,Hawthorn,5 Connell St,2,h,1857000.0,S,Jellis,2017-12-08,5.3,3122.0,2.0,1.0,1.0,230.0,116.65,1890.0,Boroondara,-37.81813,145.02295,Southern Metropolitan,11308.0
11526,Travancore,2115/18 Mt Alexander Rd,2,u,341500.0,S,McGrath,2017-07-15,4.3,3032.0,2.0,1.0,1.0,16000.0,68.5,2012.0,Moonee Valley,-37.784659999999995,144.93829,Western Metropolitan,1052.0
4871,Prahran,75 Pridham St,3,h,1220000.0,S,hockingstuart,2016-08-28,4.5,3181.0,3.0,2.0,1.0,112.0,100.0,1900.0,Stonnington,-37.8517,145.0056,Southern Metropolitan,7717.0
5571,South Melbourne,5/38 Bank St,3,u,742000.0,SP,Greg,2016-11-27,2.1,3205.0,3.0,2.0,2.0,0.0,90.0,2003.0,Port Phillip,-37.8319,144.9682,Southern Metropolitan,5943.0
8943,South Morang,15 Ferncroft Dr,4,h,600000.0,PI,Millership,2017-01-07,20.5,3752.0,4.0,2.0,2.0,505.0,222.0,2009.0,Whittlesea,-37.61957,145.0948,Northern Metropolitan,7969.0
8796,Eltham,6 Orbel Ct,3,h,805000.0,S,Barry,2017-01-07,18.0,3095.0,3.0,2.0,0.0,848.0,127.0,1979.0,Nillumbik,-37.70913,145.1647,Eastern Metropolitan,6990.0
10094,Abbotsford,67 Yarra St,3,h,1402500.0,S,Jellis,2017-05-27,3.0,3067.0,3.0,1.0,1.0,270.0,101.0,1960.0,Yarra,-37.8023,144.99615,Northern Metropolitan,4019.0
11389,Hawthorn,15/1 Muir St,3,u,1150000.0,S,Marshall,2017-07-15,5.3,3122.0,3.0,2.0,1.0,5259.0,119.0,2000.0,Boroondara,-37.81442,145.01531,Southern Metropolitan,11308.0
6905,Fawkner,151 McBryde St,3,h,640000.0,SP,Brad,2016-10-12,12.4,3060.0,3.0,1.0,2.0,720.0,97.0,1950.0,Moreland,-37.7043,144.9769,Northern Metropolitan,5070.0
1326,Brunswick,8/705 Park St,2,u,601000.0,S,Brad,2017-03-18,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,Moreland,-37.7778,144.9594,Northern Metropolitan,11918.0
430,Ashwood,17 Parkhill Dr,4,h,1240000.0,S,Tim,2016-11-19,12.2,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894.0
6283,Thornbury,37 Lewis St,3,h,995000.0,S,Jellis,2016-04-16,6.5,3071.0,2.0,1.0,1.0,327.0,96.0,1920.0,Darebin,-37.7574,144.9854,Northern Metropolitan,8870.0
9515,Eltham,30 Cromwell St,4,h,1065000.0,SP,Barry,2017-06-17,18.0,3095.0,4.0,2.0,2.0,816.0,243.0,1966.0,Nillumbik,-37.723079999999996,145.14011000000005,Eastern Metropolitan,6990.0
745,Bentleigh,4 Daley St,3,h,1370000.0,S,hockingstuart,2016-07-16,13.0,3204.0,3.0,1.0,2.0,624.0,143.0,1950.0,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795.0
3115,Hawthorn,4 Bowen St,4,h,2670000.0,S,Jellis,2016-03-12,4.6,3122.0,4.0,2.0,1.0,336.0,235.0,1905.0,Boroondara,-37.8183,145.0371,Southern Metropolitan,11308.0
2313,Elwood,7/76 Mitford St,1,u,370000.0,PI,Hodges,2016-09-24,7.7,3184.0,1.0,1.0,1.0,0.0,51.0,1960.0,Port Phillip,-37.8767,144.9849,Southern Metropolitan,8989.0
6124,Surrey Hills,22b Essex Rd,4,h,2200000.0,S,Jellis,2016-07-05,11.2,3127.0,4.0,2.0,2.0,734.0,272.0,1920.0,Boroondara,-37.8286,145.092,Southern Metropolitan,5457.0
5175,Reservoir,24 Ludeman Ct,4,h,730000.0,PI,Barry,2016-11-19,11.2,3073.0,4.0,1.0,2.0,770.0,152.0,1970.0,Darebin,-37.6981,144.9989,Northern Metropolitan,21650.0
3152,Hawthorn,13/561 Glenferrie Rd,1,u,488000.0,S,Marshall,2016-10-12,4.6,3122.0,1.0,1.0,1.0,0.0,57.0,2004.0,Boroondara,-37.8272,145.0343,Southern Metropolitan,11308.0
246,Armadale,35 Northcote Rd,4,h,2801000.0,S,Marshall,2016-12-11,6.3,3143.0,4.0,2.0,2.0,624.0,222.0,1900.0,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836.0
6721,Yarraville,30 Simpson St,3,h,1460000.0,SP,Village,2016-05-28,7.0,3013.0,3.0,1.0,2.0,463.0,119.0,1900.0,Maribyrnong,-37.8172,144.8924,Western Metropolitan,6543.0
5697,South Yarra,13/4 Gordon Gr,2,u,480000.0,S,Ray,2016-06-27,3.3,3141.0,2.0,1.0,1.0,0.0,61.0,1965.0,Stonnington,-37.8337,144.9886,Southern Metropolitan,14887.0
10843,Templestowe,7 Clays Ct,4,h,1635000.0,S,Barry,2017-08-07,15.5,3106.0,4.0,3.0,2.0,896.0,215.0,1985.0,Manningham,-37.76797,145.13799,Eastern Metropolitan,6202.0
5667,South Yarra,6/49 Osborne St,1,u,320000.0,VB,Jellis,2017-03-18,3.3,3141.0,1.0,1.0,0.0,0.0,47.0,1970.0,Stonnington,-37.8437,144.9904,Southern Metropolitan,14887.0
9846,Coburg,34 Soudan St,2,h,996000.0,S,Nelson,2017-06-24,6.7,3058.0,2.0,1.0,1.0,476.0,97.0,1930.0,Moreland,-37.73883,144.95321,Northern Metropolitan,11204.0
9943,Lalor,1 Howell St,3,h,560000.0,S,Harcourts,2017-06-24,16.3,3075.0,3.0,1.0,1.0,364.0,165.0,1985.0,Whittlesea,-37.67122,145.01487,Northern Metropolitan,8279.0
8820,Glen Iris,1/1484 Malvern Rd,2,u,500000.0,PI,Thomson,2017-01-07,7.3,3146.0,2.0,1.0,1.0,0.0,76.0,1965.0,Stonnington,-37.85399,145.04699,Southern Metropolitan,10412.0
1573,Camberwell,19 Thomas St,3,h,2325000.0,PI,Marshall,2016-07-05,7.8,3124.0,3.0,2.0,2.0,1133.0,131.0,1930.0,Boroondara,-37.8426,145.0943,Southern Metropolitan,8920.0
2191,Doncaster,394 Manningham Rd,3,h,1202000.0,S,Barry,2016-11-27,13.9,3108.0,3.0,2.0,2.0,649.0,150.0,1965.0,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028.0
854,Bentleigh East,23 Yarraburn Cl,4,h,1100000.0,S,Hodges,2016-05-14,13.9,3165.0,4.0,2.0,1.0,274.0,190.0,2004.0,Glen Eira,-37.9257,145.0735,Southern Metropolitan,10969.0
1283,Brunswick,3/38 Charles St,2,t,750000.0,PI,Nelson,2016-10-09,5.2,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland,-37.7723,144.9643,Northern Metropolitan,11918.0
1051,Brighton,133 Head St,4,h,2905000.0,S,Marshall,2017-04-03,11.2,3186.0,4.0,3.0,1.0,487.0,260.0,1905.0,Bayside,-37.8926,144.9991,Southern Metropolitan,10579.0
9831,Caroline Springs,9 Hounslow Grn,5,h,1150000.0,SP,RW,2017-06-24,14.8,3023.0,5.0,5.0,4.0,688.0,490.0,2006.0,Melton,-37.74281,144.72513,Western Metropolitan,7719.0
2265,Elwood,4 Wilton Gr,3,t,1395000.0,S,Pride,2016-04-02,7.7,3184.0,3.0,2.0,1.0,400.0,126.0,1996.0,Port Phillip,-37.8829,144.9797,Southern Metropolitan,8989.0
8607,Elwood,14/125 Ormond Rd,2,u,800000.0,SP,Buxton,2017-05-20,7.7,3184.0,2.0,2.0,2.0,0.0,92.0,2001.0,Port Phillip,-37.8857,144.9884,Southern Metropolitan,8989.0
9903,Greenvale,5 Barmah Gra,4,h,715000.0,S,YPA,2017-06-24,20.4,3059.0,4.0,2.0,2.0,680.0,230.0,2011.0,Hume,-37.612359999999995,144.90753,Northern Metropolitan,4864.0
672,Balwyn North,19 Hedderwick St,4,h,1250000.0,VB,Marshall,2017-02-25,9.2,3104.0,4.0,2.0,2.0,644.0,153.0,1950.0,Boroondara,-37.7997,145.0993,Southern Metropolitan,7809.0
1356,Brunswick,5/6 Pottery Ct,2,u,590000.0,S,Woodards,2016-09-24,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland,-37.7703,144.9533,Northern Metropolitan,11918.0
6486,Williamstown,46 Pasco St,4,h,1400000.0,S,Gunn&Co,2016-03-09,8.0,3016.0,4.0,2.0,1.0,320.0,160.0,1950.0,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380.0
6186,Surrey Hills,5 Boronia St,6,h,1650000.0,PI,Noel,2016-05-28,11.2,3127.0,4.0,3.0,2.0,713.0,295.0,1928.0,Whitehorse,-37.8328,145.10399999999996,Southern Metropolitan,5457.0
1436,Brunswick West,8/48 Passfield St,1,u,285000.0,PI,Walshe,2016-08-22,5.9,3055.0,1.0,1.0,1.0,0.0,45.0,1970.0,Moreland,-37.7675,144.939,Northern Metropolitan,7082.0
956,Bentleigh East,3b Manuka St,3,h,886000.0,S,Ray,2016-05-28,13.9,3165.0,3.0,2.0,1.0,185.0,122.0,2012.0,Glen Eira,-37.9159,145.0787,Southern Metropolitan,10969.0
9054,Brunswick,326 Barkly St,3,h,1435000.0,SP,Nelson,2017-03-06,5.2,3056.0,3.0,2.0,0.0,251.0,108.0,1890.0,Moreland,-37.77588,144.95736000000005,Northern Metropolitan,11918.0
134,Alphington,5/5 Yarana Rd,2,u,390000.0,VB,Nelson,2016-05-22,6.4,3078.0,2.0,1.0,1.0,0.0,60.0,1960.0,Darebin,-37.7773,145.0314,Northern Metropolitan,2211.0
11729,Maidstone,12 Inkerman St,3,h,1005000.0,S,Sweeney,2017-07-22,6.4,3012.0,3.0,1.0,5.0,653.0,109.0,1930.0,Maribyrnong,-37.786390000000004,144.88214,Western Metropolitan,3873.0
1682,Carlton North,392 Station St,2,h,2400000.0,S,Kelly,2016-12-11,3.2,3054.0,1.0,2.0,0.0,413.0,172.0,1900.0,Yarra,-37.7875,144.9759,Northern Metropolitan,3106.0
11292,Boronia,10 Hansen Rd,4,h,950000.0,S,iTRAK,2017-07-15,25.0,3155.0,4.0,2.0,4.0,2033.0,255.0,1970.0,Knox,-37.86669000000001,145.29959,Eastern Metropolitan,9704.0
7201,Ormond,1/75 Lillimur Rd,2,u,475000.0,S,Gary,2016-11-19,11.8,3204.0,2.0,1.0,1.0,0.0,52.0,2011.0,Glen Eira,-37.8986,145.042,Southern Metropolitan,3578.0
7672,Camberwell,29 Mabel St,4,h,2216000.0,S,Fletchers,2017-08-04,7.8,3124.0,4.0,2.0,0.0,670.0,176.0,1930.0,Boroondara,-37.8378,145.089,Southern Metropolitan,8920.0
11634,Craigieburn,11 Heytesbury Cr,3,h,607500.0,S,hockingstuart,2017-07-22,20.6,3064.0,3.0,2.0,2.0,654.0,185.0,1999.0,Hume,-37.6038,144.9226,Northern Metropolitan,15510.0
9506,Doncaster East,2/1099 Doncaster Rd,3,u,850000.0,S,Philip,2017-06-17,14.3,3109.0,3.0,2.0,1.0,236.0,145.0,1980.0,Manningham,-37.789629999999995,145.16973000000004,Eastern Metropolitan,10999.0
2814,Glen Iris,27 Sunhill Rd,4,h,1825000.0,S,RT,2016-09-17,9.2,3146.0,3.0,3.0,2.0,366.0,26.0,1999.0,Boroondara,-37.8503,145.0586,Southern Metropolitan,10412.0
7506,Bentleigh,197A Jasper Rd,3,t,1375000.0,S,Buxton,2017-05-20,13.0,3204.0,3.0,3.0,2.0,338.0,194.0,2012.0,Glen Eira,-37.9166,145.0418,Southern Metropolitan,6795.0
4151,Moorabbin,6/1015 Nepean Hwy,1,u,380500.0,S,Ray,2016-03-09,14.6,3189.0,1.0,1.0,1.0,106.0,51.0,1990.0,Kingston,-37.9374,145.0388,Southern Metropolitan,2555.0
7658,Burwood,24 Andrews St,6,h,1591000.0,S,Ray,2017-06-05,11.7,3125.0,6.0,2.0,2.0,665.0,209.0,1950.0,Whitehorse,-37.8493,145.1283,Southern Metropolitan,5678.0
5329,Richmond,27 Glass St,3,h,1115000.0,S,Whiting,2016-05-14,2.6,3121.0,3.0,2.0,2.0,129.0,120.0,1980.0,Yarra,-37.824,145.0052,Northern Metropolitan,14949.0
5353,Richmond,18 Buckingham St,3,h,900000.0,S,Biggin,2016-09-17,2.6,3121.0,3.0,3.0,1.0,58.0,60.0,2009.0,Yarra,-37.8139,145.0012,Northern Metropolitan,14949.0
2051,Coburg North,1 Boyne St,2,h,745000.0,SP,Raine,2016-10-12,9.2,3058.0,2.0,1.0,3.0,526.0,90.0,1940.0,Moreland,-37.732,144.9832,Northern Metropolitan,3445.0
6277,Thornbury,1/219 Raleigh St,1,u,332000.0,SP,Harcourts,2016-05-14,6.5,3071.0,1.0,1.0,1.0,612.0,48.0,1975.0,Darebin,-37.7603,145.0165,Northern Metropolitan,8870.0
347,Ascot Vale,18/54 Epsom Rd,2,u,390000.0,PI,Jellis,2017-02-25,5.9,3032.0,2.0,1.0,1.0,1957.0,69.0,2012.0,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567.0
4057,Moonee Ponds,14 Scotia St,4,h,1225000.0,SP,Nelson,2017-04-03,6.9,3039.0,4.0,1.0,1.0,388.0,120.0,1920.0,Moonee Valley,-37.7692,144.9057,Western Metropolitan,6232.0
11014,Essendon,25 Hesleden St,5,h,2050000.0,PI,Bullen,2017-12-08,7.5,3040.0,5.0,3.0,3.0,663.0,419.0,1930.0,Moonee Valley,-37.74351,144.92174,Western Metropolitan,9264.0
4374,North Melbourne,306/350 Victoria St,2,u,630000.0,SP,Alexkarbon,2016-09-24,2.3,3051.0,2.0,1.0,1.0,0.0,75.0,2002.0,Melbourne,-37.8055,144.9547,Northern Metropolitan,6821.0
4737,Port Melbourne,44 Cruikshank St,2,h,1350000.0,S,RT,2016-10-09,3.8,3207.0,2.0,1.0,1.0,195.0,94.0,1900.0,Melbourne,-37.8395,144.9462,Southern Metropolitan,8648.0
2219,Elsternwick,1/34 Clarence St,3,u,1240000.0,S,Hodges,2016-07-11,8.5,3185.0,3.0,2.0,2.0,319.0,123.0,1990.0,Glen Eira,-37.8922,145.0112,Southern Metropolitan,4898.0
7379,South Kingsville,42 Watt St,4,h,930000.0,S,Sweeney,2016-04-06,9.1,3015.0,5.0,1.0,3.0,669.0,143.0,1950.0,Hobsons Bay,-37.8305,144.8736,Western Metropolitan,984.0
2946,Glenroy,1/26 York St,3,t,600000.0,VB,Nelson,2016-11-27,13.0,3046.0,3.0,1.0,2.0,258.0,143.0,2001.0,Moreland,-37.7047,144.9087,Northern Metropolitan,8870.0
4026,Middle Park,141 Richardson St,3,h,1910000.0,PI,Greg,2016-08-28,4.1,3206.0,3.0,1.0,3.0,217.0,125.0,1900.0,Port Phillip,-37.8474,144.9582,Southern Metropolitan,2019.0
10554,West Melbourne,1/110 Railway Pl,2,u,660000.0,PI,Nelson,2017-05-27,3.1,3003.0,2.0,1.0,1.0,0.0,91.0,1993.0,Melbourne,-37.808479999999996,144.9437,Northern Metropolitan,2230.0
11258,Yarraville,1/23 Bena St,4,h,1142000.0,PI,Nelson,2017-12-08,6.3,3013.0,4.0,3.0,2.0,234.0,176.0,2012.0,Maribyrnong,-37.81961,144.88132,Western Metropolitan,6543.0
9088,Carrum,3 Walkers Rd,4,h,845000.0,PI,Buxton,2017-03-06,31.2,3197.0,4.0,2.0,2.0,633.0,134.0,1930.0,Kingston,-38.0781,145.12429,South-Eastern Metropolitan,1989.0
12198,Werribee,46 Coventry Dr,4,h,482500.0,S,YPA,2017-07-29,14.7,3030.0,4.0,2.0,0.0,533.0,170.0,1980.0,Wyndham,-37.893370000000004,144.64003,Western Metropolitan,16166.0
1145,Brighton,3/198 Church St,1,u,671000.0,S,Buxton,2016-11-27,11.2,3186.0,1.0,1.0,1.0,70.0,74.0,1980.0,Bayside,-37.9194,145.0003,Southern Metropolitan,10579.0
10129,Bentleigh,8/12 Brentwood St,2,u,420000.0,SP,Gary,2017-05-27,11.4,3204.0,2.0,1.0,1.0,0.0,68.0,1970.0,Glen Eira,-37.9336,145.04509,Southern Metropolitan,6795.0
12113,Oak Park,88 Vincent St,4,h,1260000.0,S,Considine,2017-07-29,11.2,3046.0,4.0,2.0,2.0,656.0,204.0,1960.0,Moreland,-37.71652,144.91211,Northern Metropolitan,2651.0
7278,West Footscray,4/17 Beaumont Pde,2,u,420000.0,VB,Greg,2016-08-28,8.2,3012.0,2.0,1.0,1.0,781.0,82.0,2013.0,Maribyrnong,-37.8079,144.8684,Western Metropolitan,5058.0
5040,Reservoir,686 High St,3,h,805000.0,S,Barry,2017-04-03,11.2,3073.0,3.0,1.0,2.0,227.0,118.0,1930.0,Darebin,-37.7286,145.0059,Northern Metropolitan,21650.0
6404,Toorak,10/530 Toorak Rd,2,u,525000.0,S,Jellis,2016-05-28,4.6,3142.0,2.0,1.0,1.0,0.0,82.0,1950.0,Stonnington,-37.8424,145.0184,Southern Metropolitan,7217.0
326,Ascot Vale,67 Hurtle St,3,h,1180000.0,SP,Brad,2016-09-17,5.9,3032.0,3.0,2.0,2.0,617.0,149.0,1930.0,Moonee Valley,-37.7742,144.906,Western Metropolitan,6567.0
3848,Malvern East,2/919 Dandenong Rd,1,u,350000.0,SP,Thomson,2016-10-12,11.2,3145.0,1.0,1.0,1.0,0.0,117.0,1975.0,Stonnington,-37.8769,145.0471,Southern Metropolitan,8801.0
10300,Glenroy,1 Dromana St,3,h,865000.0,S,Brad,2017-05-27,11.2,3046.0,3.0,1.0,1.0,746.0,152.0,1960.0,Moreland,-37.71051,144.90925,Northern Metropolitan,8870.0
4937,Preston,14 Arthur St,2,h,1065000.0,S,Love,2016-10-15,8.8,3072.0,2.0,1.0,3.0,507.0,114.0,1910.0,Darebin,-37.7437,144.9995,Northern Metropolitan,14577.0
9024,Bayswater,12 Pindari Dr,4,t,860000.0,S,Ray,2017-03-06,23.2,3153.0,4.0,3.0,2.0,304.0,155.0,1970.0,Knox,-37.8543,145.25253,Eastern Metropolitan,5030.0
7812,Essendon,1/8 Glass St,1,u,310000.0,SP,Brad,2017-05-20,8.0,3040.0,1.0,1.0,1.0,845.0,45.0,1977.0,Moonee Valley,-37.7469,144.9206,Western Metropolitan,9264.0
5702,South Yarra,68 Oban St,3,h,2200000.0,PI,Jellis,2016-11-27,3.3,3141.0,3.0,2.0,0.0,358.0,238.0,1915.0,Stonnington,-37.8425,145.0031,Southern Metropolitan,14887.0
10190,Carnegie,42 Elimatta Rd,3,h,1450000.0,VB,Gary,2017-05-27,10.1,3163.0,3.0,2.0,2.0,621.0,167.0,1940.0,Glen Eira,-37.90262,145.05709,Southern Metropolitan,7822.0
8220,Pascoe Vale,10/43 Arndt Rd,2,u,427500.0,S,hockingstuart,2017-05-20,9.9,3044.0,2.0,1.0,1.0,134.0,75.0,1988.0,Moreland,-37.7216,144.9292,Northern Metropolitan,7485.0
7809,Essendon,42 Fitzgerald Rd,3,h,1131000.0,S,Frank,2017-05-20,8.0,3040.0,3.0,1.0,1.0,387.0,135.0,1900.0,Moonee Valley,-37.755,144.9272,Western Metropolitan,9264.0
4218,Newport,22 Mirls St,2,h,962000.0,S,Village,2016-08-10,8.4,3015.0,2.0,1.0,1.0,402.0,94.0,1920.0,Hobsons Bay,-37.8446,144.8796,Western Metropolitan,5498.0
2302,Elwood,13/9 Milton St,2,u,1122000.0,SP,Biggin,2016-09-17,7.7,3184.0,2.0,2.0,1.0,0.0,104.0,1923.0,Port Phillip,-37.8744,144.9888,Southern Metropolitan,8989.0
1867,Chadstone,5 Bullarto St,2,h,1002000.0,S,Ray,2016-08-13,13.6,3148.0,2.0,1.0,1.0,585.0,97.0,1950.0,Monash,-37.8792,145.0948,Southern Metropolitan,3582.0
9314,Sandringham,5 Tennyson St,4,t,2221000.0,S,McGrath,2017-03-06,15.2,3191.0,4.0,2.0,2.0,381.0,235.0,2000.0,Bayside,-37.953720000000004,145.00608,Southern Metropolitan,4497.0
1555,Camberwell,28 Brinsley Rd,4,h,2650000.0,S,Jellis,2016-03-09,7.8,3124.0,4.0,2.0,1.0,652.0,189.0,1890.0,Boroondara,-37.8286,145.0686,Southern Metropolitan,8920.0
8115,Murrumbeena,6/51 Murrumbeena Rd,2,u,582000.0,S,Gary,2017-05-13,12.1,3163.0,2.0,1.0,2.0,1113.0,93.0,2010.0,Glen Eira,-37.8892,145.0664,Southern Metropolitan,4442.0
6456,Watsonia,18 Papua St,3,h,922000.0,S,Barry,2016-05-22,14.9,3087.0,3.0,1.0,2.0,798.0,153.0,1960.0,Banyule,-37.7112,145.0869,Northern Metropolitan,2329.0
10941,Bundoora,22 Ebony Dr,4,h,725000.0,S,Barry,2017-12-08,12.1,3083.0,4.0,1.0,2.0,542.0,130.0,1980.0,Whittlesea,-37.68238,145.06432,Northern Metropolitan,10175.0
9348,Templestowe Lower,1/285 Thompsons Rd,4,t,1010000.0,S,Jellis,2017-03-06,12.4,3107.0,4.0,3.0,2.0,332.0,198.0,2013.0,Manningham,-37.76577,145.10728999999995,Eastern Metropolitan,5420.0
8671,Southbank,4/5 Miles St,2,u,595000.0,S,RT,2017-08-04,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,1998.0,Melbourne,-37.8288,144.9679,Southern Metropolitan,8400.0
4663,Pascoe Vale,6 Collings Ct,2,h,810000.0,S,Brad,2016-05-22,9.9,3044.0,2.0,1.0,1.0,783.0,94.0,1950.0,Moreland,-37.7196,144.9485,Northern Metropolitan,7485.0
1642,Canterbury,31 Rubens Gr,5,h,2900000.0,PI,Jellis,2016-07-05,9.0,3126.0,5.0,2.0,2.0,795.0,297.0,1910.0,Boroondara,-37.8181,145.0668,Southern Metropolitan,3265.0
1232,Brighton East,4/2 Hornby St,1,t,681000.0,SP,Buxton,2016-09-24,10.7,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,Bayside,-37.9159,145.019,Southern Metropolitan,6938.0
43,Airport West,1/37 Hillside Gr,3,h,600000.0,S,Maddison,2017-04-03,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,Moonee Valley,-37.7273,144.8744,Western Metropolitan,3464.0
4545,Oakleigh South,16 Alleford St,3,h,875000.0,S,Buxton,2017-04-03,14.7,3167.0,3.0,2.0,1.0,258.0,105.0,1999.0,Monash,-37.9156,145.0879,South-Eastern Metropolitan,3692.0
11374,Glen Waverley,2/25 Fernhill St,2,u,960000.0,S,Ray,2017-07-15,16.7,3150.0,2.0,1.0,1.0,229.0,101.0,1990.0,Monash,-37.876059999999995,145.15951,Eastern Metropolitan,15321.0
5456,Rosanna,3/9 Mountain View Pde,4,h,915000.0,SP,Nelson,2016-05-14,11.4,3084.0,4.0,3.0,2.0,0.0,185.0,2008.0,Banyule,-37.7449,145.0596,Eastern Metropolitan,3540.0
3900,Malvern East,21 Virginia Gr,3,h,1782500.0,S,Ray,2016-08-28,11.2,3145.0,3.0,1.0,2.0,615.0,126.0,1950.0,Stonnington,-37.8846,145.0861,Southern Metropolitan,8801.0
3444,Keilor East,74 Lincoln Dr,4,h,845000.0,S,Brad,2016-04-06,12.8,3033.0,3.0,1.0,1.0,622.0,126.0,1965.0,Moonee Valley,-37.7425,144.8683,Western Metropolitan,5629.0
3299,Heidelberg West,15/459 Waterdale Rd,2,u,360000.0,SP,Miles,2016-04-16,9.4,3081.0,2.0,1.0,1.0,89.0,85.0,1970.0,Banyule,-37.7444,145.047,Eastern Metropolitan,2674.0
272,Armadale,44 Denbigh Rd,4,h,3625000.0,S,Jellis,2016-11-27,6.3,3143.0,4.0,1.0,2.0,709.0,251.0,1900.0,Stonnington,-37.8574,145.016,Southern Metropolitan,4836.0
136,Alphington,1/14 Fulham Rd,2,u,512000.0,S,Love,2017-02-25,6.4,3078.0,2.0,1.0,1.0,0.0,61.0,1965.0,Darebin,-37.7805,145.0262,Northern Metropolitan,2211.0
4628,Pascoe Vale,34 Essex St,3,h,775000.0,S,Brad,2016-10-09,9.9,3044.0,3.0,1.0,1.0,406.0,103.0,1960.0,Moreland,-37.7269,144.9447,Northern Metropolitan,7485.0
106,Albert Park,49 Page St,3,h,2000000.0,PI,Marshall,2016-09-24,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,Port Phillip,-37.8461,144.9528,Southern Metropolitan,3280.0
10520,Sunbury,20 Miller St,4,h,535000.0,SP,Brad,2017-05-27,31.7,3429.0,4.0,2.0,2.0,808.0,155.0,1970.0,Hume,-37.580890000000004,144.72183,Western Metropolitan,14092.0
4457,Northcote,79 Christmas St,2,h,1170000.0,S,Barry,2016-06-18,5.5,3070.0,2.0,1.0,3.0,453.0,93.0,1920.0,Darebin,-37.7666,145.0132,Northern Metropolitan,11364.0
1413,Brunswick West,121 Pearson St,3,h,1300000.0,PI,Jellis,2016-12-11,5.9,3055.0,3.0,1.0,2.0,364.0,135.0,1900.0,Moreland,-37.7618,144.9497,Northern Metropolitan,7082.0
12140,Richmond,5/33 Davison St,1,u,330000.0,VB,Marshall,2017-07-29,2.4,3121.0,1.0,1.0,1.0,0.0,43.7,1970.0,Yarra,-37.81317,145.00834,Northern Metropolitan,14949.0
11509,St Albans,11 Craigielea Av,2,h,610000.0,PI,RW,2017-07-15,14.0,3021.0,2.0,1.0,2.0,419.0,135.0,1975.0,Brimbank,-37.7398,144.80348,Western Metropolitan,14042.0
2906,Glenroy,2/22 Sadie St,2,u,410000.0,SP,Brad,2016-10-15,13.0,3046.0,2.0,1.0,2.0,200.0,81.0,2000.0,Moreland,-37.7002,144.9428,Northern Metropolitan,8870.0
6885,Essendon West,53 Clydebank Rd,3,h,1115000.0,S,Barry,2016-07-30,9.8,3040.0,3.0,1.0,1.0,688.0,192.0,1950.0,Moonee Valley,-37.7577,144.8892,Western Metropolitan,588.0
7678,Camberwell,72 Hunter Rd,3,h,1620000.0,S,Jellis,2017-05-13,7.8,3124.0,3.0,2.0,2.0,575.0,155.0,2000.0,Boroondara,-37.8378,145.0909,Southern Metropolitan,8920.0
304,Ascot Vale,51 Francis St,2,h,770000.0,PI,Nelson,2016-10-09,5.9,3032.0,2.0,1.0,1.0,226.0,87.0,1900.0,Moonee Valley,-37.7774,144.9186,Western Metropolitan,6567.0
10737,Meadow Heights,10 Castella Ct,3,h,450000.0,SP,Barry,2017-08-07,17.4,3048.0,3.0,1.0,1.0,702.0,96.0,1970.0,Hume,-37.66059,144.92006,Northern Metropolitan,4704.0
